date,time,dept,type,ticketNo
2026-05-12,18:19:25,civil,priority,6,assigned,priorityWindow
2026-05-12,18:19:30,civil,priority,6,completed,priorityWindow
2026-05-12,18:19:32,civil,priority,7,assigned,priorityWindow
2026-05-12,18:19:34,civil,priority,7,completed,priorityWindow
2026-05-13,13:14:53,national,regular,1,created,
2026-05-13,13:14:57,civil,priority,1,created,
2026-05-13,13:15:00,civil,regular,2,created,
2026-05-13,13:15:03,national,regular,2,created,
2026-05-13,13:15:06,national,priority,3,created,
2026-05-13,13:15:10,civil,regular,3,created,
2026-05-13,13:15:13,civil,priority,4,created,
2026-05-13,13:16:23,civil,regular,2,assigned,window1
2026-05-13,13:16:26,civil,regular,2,completed,window1
2026-05-13,13:16:26,civil,regular,3,assigned,window1
2026-05-13,13:16:28,civil,regular,3,completed,window1
2026-05-14,09:09:22,national,regular,1,created,
2026-05-14,10:48:33,civil,priority,1,created,
2026-05-14,10:48:36,national,regular,3,created,
2026-05-14,10:50:15,national,regular,4,created,
